HPO_ID,Description,Depth
HP:0031404,Impaired antigen-specific response,4
HP:0011032,Abnormality of fluid regulation,4
HP:0012400,Abnormal aldolase level,4
HP:3000036,Abnormality of head blood vessel,4
HP:0002829,Arthralgia,4
HP:0025430,High-pitched cry,4
HP:0031427,Abnormal circulating osteocalcin level,4
HP:0031657,Abnormal heart sound,4
HP:0012135,Abnormal granulocytopoietic cell morphology,4
HP:0003750,Increased muscle fatiguability,4
HP:0011273,Anisocytosis,4
HP:0020061,Abnormal hemoglobin concentration,4
HP:0011111,Abnormality of immune serum protein physiology,4
HP:0012431,Episodic fatigue,4
HP:0000943,Dysostosis multiplex,4
HP:0003800,Muscle abnormality related to mitochondrial dysfunction,4
HP:0010484,Hypertrophy of the upper limb,4
HP:0025065,Abnormal mean corpuscular volume,4
HP:0031492,Epithelial neoplasm,4
HP:0004322,Short stature,4
HP:0002721,Immunodeficiency,4
HP:0000465,Webbed neck,4
HP:0011028,Abnormality of blood circulation,4
HP:0012030,Increased urinary cortisol level,4
HP:0011033,Impairment of fructose metabolism,4
HP:0010963,Absence of stomach bubble on fetal sonography,4
HP:0008197,Absence of pubertal development,4
HP:0010935,Abnormality of the upper urinary tract,4
HP:0020172,Adverse drug response,4
HP:0001907,Thromboembolism,4
HP:0040175,Platelet-activating factor acetylhydrolase deficiency,4
HP:0011430,Hypoplasia of fetal nasal bone,4
HP:0012647,Abnormal inflammatory response,4
HP:0410157,Increased level of N-acetylneuraminic acid in fibroblasts,4
HP:0001367,Abnormal joint morphology,4
HP:0008072,Maternal virilization in pregnancy,4
HP:0004361,Abnormality of circulating leptin level,4
HP:0032999,Increased fecal porphyrin,4
HP:0010881,Abnormality of the umbilical cord,4
HP:0100742,Vascular neoplasm,4
HP:0020171,Decreased blood drug concentration,4
HP:0012541,Cephalohematoma,4
HP:0031073,Abnormal response to endocrine stimulation test,4
HP:0002315,Headache,4
HP:0003256,Abnormality of the coagulation cascade,4
HP:0000474,Thickened nuchal skin fold,4
HP:0030139,Excessive bleeding after a venipuncture,4
HP:0031383,Abnormal lymphocyte surface marker expression,4
HP:0001511,Intrauterine growth retardation,4
HP:0000553,Abnormal uvea morphology,4
HP:0005957,Breathing dysregulation,4
HP:0004337,Abnormality of amino acid metabolism,4
HP:0008056,Aplasia/Hypoplasia affecting the eye,4
HP:0003271,Visceromegaly,4
HP:0011446,Abnormality of higher mental function,4
HP:0007379,Neoplasm of the genitourinary tract,4
HP:0010311,Aplasia/Hypoplasia of the breasts,4
HP:0030956,Abnormality of cardiovascular system electrophysiology,4
HP:0032101,Unusual infection,4
HP:0001903,Anemia,4
HP:0008167,Very long chain fatty acid accumulation,4
HP:0025277,Gustatory sweating,4
HP:0100012,Neoplasm of the eye,4
HP:0025156,Dependency on intravenous nutrition,4
HP:0003224,Increased cellular sensitivity to UV light,4
HP:0007459,Generalized anhidrosis,4
HP:0004325,Decreased body weight,4
HP:0001250,Seizure,4
HP:0100261,Abnormal tendon morphology,4
HP:0003220,Abnormality of chromosome stability,4
HP:0003010,Prolonged bleeding time,4
HP:0002792,Reduced vital capacity,4
HP:0010622,Neoplasm of the skeletal system,4
HP:0030918,Low 1-minute APGAR score,4
HP:0002904,Hyperbilirubinemia,4
HP:0500097,Stool xenobiotic,4
HP:0031437,Pregnancy exposure,4
HP:0040063,Decreased adipose tissue,4
HP:0008193,Primary gonadal insufficiency,4
HP:0410349,Decreased glycosyltransferase O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase level,4
HP:0004370,Abnormality of temperature regulation,4
HP:0002088,Abnormal lung morphology,4
HP:0100606,Neoplasm of the respiratory system,4
HP:0002932,Aldehyde oxidase deficiency,4
HP:0020175,Reduced cholinesterase level,4
HP:0004392,Prune belly,4
HP:0030338,Abnormal circulating gonadotropin level,4
HP:0010885,Avascular necrosis,4
HP:0030972,Abnormal systemic blood pressure,4
HP:0009806,Nephrogenic diabetes insipidus,4
HP:0003353,Propionyl-CoA carboxylase deficiency,4
HP:0004328,Abnormal anterior eye segment morphology,4
HP:0012719,Functional abnormality of the gastrointestinal tract,4
HP:0009126,Increased adipose tissue,4
HP:0033036,Decreased nasal nitric oxide,4
HP:0012498,Nuchal cord,4
HP:0010312,Asymmetry of the breasts,4
HP:0032408,Breast mass,4
HP:0009794,Branchial anomaly,4
HP:0410069,Increased level of propylene glycol in blood,4
HP:0011413,Shoulder dystocia,4
HP:0005267,Premature delivery because of cervical insufficiency or membrane fragility,4
HP:0005542,Prolonged whole-blood clotting time,4
HP:0012548,Fatty replacement of skeletal muscle,4
HP:0011014,Abnormal glucose homeostasis,4
HP:0012757,Abnormal neuron morphology,4
HP:0002793,Abnormal pattern of respiration,4
HP:0031060,Impaired ability to dress oneself,4
HP:0011766,Abnormality of the parathyroid morphology,4
HP:0500101,Gastric fluid xenobiotic,4
HP:0003343,Reduced glutathione synthetase level,4
HP:0001454,Abnormality of the upper arm,4
HP:0100548,Exstrophy,4
HP:0025477,Periarticular calcification,4
HP:0003654,Reduced dihydropyrimidine dehydrogenase level,4
HP:0003783,Externally rotated/abducted legs,4
HP:0030759,Adipocyte hypertrophy,4
HP:0005268,Spontaneous abortion,4
HP:0030236,Abnormality of muscle size,4
HP:0012131,Abnormal number of erythroid precursors,4
HP:0031064,Impaired continence,4
HP:0031435,Monotonic speech,4
HP:0001934,Persistent bleeding after trauma,4
HP:0025022,Decreased erythrocyte sedimentation rate,4
HP:0040264,Jaw pain,4
HP:0001612,Weak cry,4
HP:0100013,Neoplasm of the breast,4
HP:0011411,Forceps delivery,4
HP:0031864,Bacteremia,4
HP:0012261,Abnormal respiratory motile cilium physiology,4
HP:0001901,Polycythemia,4
HP:0010313,Breast hypertrophy,4
HP:0025278,Cold-induced sweating,4
HP:0010991,Abnormal morphology of the abdominal musculature,4
HP:0031340,Abnormal lysosomal morphology,4
HP:0007550,Hypohidrosis or hyperhidrosis,4
HP:0011726,Persistent fetal circulation,4
HP:0033050,Throat pain,4
HP:0010727,Spontaneous rupture of the globe,4
HP:0011412,Ventouse delivery,4
HP:0010970,Blood group antigen abnormality,4
HP:0010968,Abnormality of liposaccharide metabolism,4
HP:0031214,Decreased circulating dehydroepiandrosterone level,4
HP:0040224,Abnormality of fibrinolysis,4
HP:0012780,Neoplasm of the ear,4
HP:0002087,Abnormality of the upper respiratory tract,4
HP:0031653,Abnormal heart valve physiology,4
HP:0025095,Sneeze,4
HP:0005952,Decreased pulmonary function,4
HP:0011277,Abnormality of the urinary system physiology,4
HP:0011889,Bleeding with minor or no trauma,4
HP:0011729,Abnormality of joint mobility,4
HP:0030973,Postexertional malaise,4
HP:0032171,Bladder pain,4
HP:0006683,Abnormal ventricular filling,5
HP:0002756,Pathologic fracture,5
HP:0030054,Perifollicular fibrosis,5
HP:0032463,Reduced circulating fibronectin level,5
HP:0030689,Decreased glucagon level,5
HP:0003214,Prolonged G2 phase of cell cycle,5
HP:0008929,Asymmetric short stature,5
HP:0033042,Abnormal chorion morphology,5
HP:0030406,Primary peritoneal carcinoma,5
HP:0032064,Gastrointestinal eosinophilia,5
HP:0032435,Neonatal omphalitis,5
HP:0030854,Scleral staphyloma,5
HP:0003075,Hypoproteinemia,5
HP:0002450,Abnormal motor neuron morphology,5
HP:0012035,Steatocystoma multiplex,5
HP:0020122,Bite cells,5
HP:0010546,Muscle fibrillation,5
HP:0031460,Benign muscle neoplasm,5
HP:0001896,Reticulocytopenia,5
HP:0002624,Abnormal venous morphology,5
HP:0032547,Low intraocular pressure,5
HP:0025548,Increased mean corpuscular hemoglobin concentration,5
HP:0002006,Facial cleft,5
HP:0031035,Chronic infection,5
HP:0032007,Maceration,5
HP:0025128,Reduced intraabdominal adipose tissue,5
HP:0011811,Impaired touch localization,5
HP:0030686,Increased adiponectin level,5
HP:0032807,Neonatal seizure,5
HP:0001252,Muscular hypotonia,5
HP:0000835,Adrenal hypoplasia,5
HP:0007941,Limited extraocular movements,5
HP:0007030,Nonprogressive encephalopathy,5
HP:0002790,Neonatal breathing dysregulation,5
HP:0030933,1-minute APGAR score of 6,5
HP:0030850,Abnormal pulse pressure,5
HP:0030928,1-minute APGAR score of 1,5
HP:0011435,Low maternal serum PAPP-A,5
HP:0002930,Impaired sensitivity to thyroid hormone,5
HP:0040170,Abnormality of hair growth,5
HP:0045017,Congenital malformation of the left heart,5
HP:0045049,Abnormal DLCO,5
HP:0025133,Abnormal serum estradiol,5
HP:0003210,Decreased methylmalonyl-CoA mutase activity,5
HP:0410283,Positive blood acetaminophen test,5
HP:0004372,Reduced consciousness/confusion,5
HP:0011878,Abnormal platelet membrane protein expression,5
HP:0001899,Increased hematocrit,5
HP:0025498,Aceruloplasminemia,5
HP:0003555,Muscle fiber splitting,5
HP:0031650,Abnormal atrioventricular valve physiology,5
HP:0004359,Abnormal circulating fatty-acid concentration,5
HP:0011812,Agraphesthesia,5
HP:0040192,APUdoma,5
HP:0040133,Abnormal serum ferritin,5
HP:0009888,Abnormality of secondary sexual hair,5
HP:0032438,Platelet anisocytosis,5
HP:0003388,Easy fatigability,5
HP:0030313,Abnormal periosteum morphology,5
HP:0011012,Abnormal circulating polysaccharide concentration,5
HP:0030731,Carcinoma,5
HP:0032489,Elevated fecal pH,5
HP:0011947,Respiratory tract infection,5
HP:0031412,Abnormal telomere morphology,5
HP:0040128,Abnormal sweat electrolytes,5
HP:0100529,Abnormal blood phosphate concentration,5
HP:0001727,Thromboembolic stroke,5
HP:0033009,Increased fecal coproporphyrin 1,5
HP:0002607,Bowel incontinence,5
HP:0005988,Congenital muscular torticollis,5
HP:0011020,Abnormality of mucopolysaccharide metabolism,5
HP:0500013,Lack of gonadotropin-releasing hormone pulsatility,5
HP:0032653,Elevated lactate:pyruvate ratio,5
HP:0031208,Increased pituitary glycoprotein hormone alpha subunit level,5
HP:0030087,Abnormal serum testosterone level,5
HP:0011104,Abnormality of blood volume homeostasis,5
HP:0100037,Abnormality of the scalp hair,5
HP:0001533,Slender build,5
HP:0012412,Premature adrenarche,5
HP:0500165,Abnormal blood oxygen level,5
HP:0001697,Abnormal pericardium morphology,5
HP:0100021,Cerebral palsy,5
HP:0005540,Red blood cell keratocytosis,5
HP:0031823,Reduced hypoxanthine-guanine phosphoribosyltransferase level,5
HP:0032486,Elevated fecal osmolality,5
HP:0011438,Maternal teratogenic exposure,5
HP:0005120,Abnormal cardiac atrium morphology,5
HP:0032340,Abnormal spirometry test,5
HP:0002487,Hyperkinetic movements,5
HP:0003955,Bone-in-a-bone appearance of forearm,5
HP:0030925,5-minute APGAR score of 5,5
HP:0031424,Abnormal circulating beta-C-terminal telopeptide level,5
HP:0003558,Viral infection-induced rhabdomyolysis,5
HP:0031213,Elevated circulating 17-hydroxyprogesterone,5
HP:0000729,Autistic behavior,5
HP:0030148,Heart murmur,5
HP:0100526,Neoplasm of the lung,5
HP:0031103,Decreased antimullerian hormone level,5
HP:0033006,Diffuse alveolar damage,5
HP:0031654,Abnormal pulmonary valve physiology,5
HP:0040262,Glue ear,5
HP:0030932,1-minute APGAR score of 5,5
HP:0100726,Kaposi's sarcoma,5
HP:0010734,Fibrous dysplasia of the bones,5
HP:0011545,Abnormal connection of the cardiac segments,5
HP:0025385,Diet-resistant subcutaneous adipose tissue below waist,5
HP:0410196,Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells,5
HP:0003077,Hyperlipidemia,5
HP:0011957,Abnormal pectoral muscle morphology,5
HP:0032263,Increased blood pressure,5
HP:0020059,Increased red blood cell count,5
HP:0000309,Abnormality of the midface,5
HP:0009887,Abnormality of hair pigmentation,5
HP:0410282,Abnormal circulating amylase level,5
HP:0004445,Elliptocytosis,5
HP:0012146,Abnormality of von Willebrand factor,5
HP:0030364,Secondary Caesarian section,5
HP:0003238,Hyperpepsinogenemia I,5
HP:0032580,Abnormal bulbus cordis morphology,5
HP:0000969,Edema,5
HP:0008208,Parathyroid hyperplasia,5
HP:0006256,Abnormality of hand joint mobility,5
HP:0003548,Subsarcolemmal accumulations of abnormally shaped mitochondria,5
HP:0010990,Abnormality of the common coagulation pathway,5
HP:0100783,Breast aplasia,5
HP:0033079,Aplasia/Hypoplasia of the thyroid gland,5
HP:0001900,Increased hemoglobin,5
HP:0011354,Generalized abnormality of skin,5
HP:0010971,Absence of Lutheran antigen on erythrocytes,5
HP:0031837,Decreased superoxide dismutase level,5
HP:0000306,Abnormality of the chin,5
HP:0033051,Impaired executive functioning,5
HP:0012862,Abnormal germ cell morphology,5
HP:0003165,Elevated circulating parathyroid hormone level,5
HP:0012062,Bone cyst,5
HP:0000821,Hypothyroidism,5
HP:0025020,Elevated prostate-specific antigen level,5
HP:0031037,Reduced insulin-like factor 3 level,5
HP:0003498,Disproportionate short stature,5
HP:0000966,Hypohidrosis,5
HP:0040100,Abnormality of the vestibular window,5
HP:0030451,Mesenteric cyst,5
HP:0001637,Abnormal myocardium morphology,5
HP:0040210,Abnormal circulating biopterin concentration,5
HP:0012224,Circulating immune complexes,5
HP:0011422,Abnormal blood chloride concentration,5
HP:0200024,Premature chromatid separation,5
HP:0010879,Postnatal cystic hygroma,5
HP:0045056,Abnormal levels of alpha-fetoprotein,5
HP:0031929,Perivascular pseudorosette,5
HP:0031983,Abnormal pulmonary thoracic imaging finding,5
HP:0025388,Thyroid nodule,5
HP:0000929,Abnormal skull morphology,5
HP:0002076,Migraine,5
HP:0025435,Increased lactate dehydrogenase level,5
HP:0033052,Psychogenic non-epileptic seizure,5
HP:0001443,Abnormality of the gluteal musculature,5
HP:0040012,Chromosome breakage,5
HP:0031102,Increased antimullerian hormone level,5
HP:0100766,Abnormal lymphatic vessel morphology,5
HP:0010972,Anemia of inadequate production,5
HP:0008352,Impaired platelet adhesion,5
HP:0031822,Elevated hypoxanthine-guanine phosphoribosyltransferase level,5
HP:0410057,Increased level of D-threitol in plasma,5
HP:0500100,Plasma/serum xenobiotic,5
HP:0010518,Thyroglossal cyst,5
HP:0011877,Increased mean platelet volume,5
HP:0030931,1-minute APGAR score of 4,5
HP:0031926,Homer Wright rosette,5
HP:0031275,Distributive shock,5
HP:0032165,Placental mesenchymal dysplasia,5
HP:0003805,Rimmed vacuoles,5
HP:0030927,1-minute APGAR score of 0,5
HP:0020135,Myofibromatosis,5
HP:0001927,Acanthocytosis,5
HP:0500167,Hypergastrinemia,5
HP:0001791,Fetal ascites,5
HP:0002717,Adrenal overactivity,5
HP:0025127,Actinic keratosis,5
HP:0000014,Abnormality of the bladder,5
HP:0031688,Erythroid dysplasia,5
HP:0025547,Decreased mean corpuscular hemoglobin concentration,5
HP:0100687,Polyotia,5
HP:0100031,Neoplasm of the thyroid gland,5
HP:0011433,High maternal serum chorionic gonadotropin,5
HP:0040090,Abnormality of the tympanic membrane,5
HP:0009914,Cyclopia,5
HP:0000290,Abnormality of the forehead,5
HP:0002269,Abnormality of neuronal migration,5
HP:0009141,Depletion of mitochondrial DNA in muscle tissue,5
HP:0025135,Abnormal serum estriol,5
HP:0002617,Dilatation,5
HP:0100831,Abnormality of vitamin K metabolism,5
HP:0006529,Abnormal pulmonary lymphatics,5
HP:0020060,Decreased red blood cell count,5
HP:0010524,Agnosia,5
HP:0008249,Thyroid hyperplasia,5
HP:0031739,Abnormal oblique muscle physiology,5
HP:0001963,Abnormal speech discrimination,5
HP:0003470,Paralysis,5
HP:0009026,Hypoplasia of latissimus dorsi muscle,5
HP:0031865,Abnormal liver physiology,5
HP:0012177,Abnormal natural killer cell physiology,5
HP:0025270,Abnormality of esophagus physiology,5
HP:0000357,Abnormal location of ears,5
HP:0020127,Periarticular soft-tissue mass,5
HP:0410166,Defective interstrand cross-link repair,5
HP:0001371,Flexion contracture,5
HP:0004887,Respiratory failure requiring assisted ventilation,5
HP:0012271,Episodic upper airway obstruction,5
HP:0002524,Cataplexy,5
HP:0100246,Osteoma,5
HP:0041048,Decreased expression of GPI-anchored proteins on the cell surface,5
HP:0001881,Abnormal leukocyte morphology,5
HP:0032369,Alkalemia,5
HP:0009109,Denervation of the diaphragm,5
HP:0010960,Bronchopulmonary sequestration,5
HP:0032200,Perivascular fibrosis,5
HP:0012108,Open angle glaucoma,5
HP:0000736,Short attention span,5
HP:0009723,Abnormality of the subungual region,5
HP:0008985,Increased intramuscular fat,5
HP:0012290,Mouth neoplasm,5
HP:0009484,Deviation of the hand or of fingers of the hand,5
HP:0025197,Inclusion body fibromatosis,5
HP:0410042,Abnormal liver morphology,5
HP:0008178,Abnormal cartilage matrix,5
HP:0010512,Adrenal calcification,5
HP:0011849,Abnormal bone ossification,5
HP:0031384,Reduced T cell CD40 expression,5
HP:0030923,5-minute APGAR score of 3,5
HP:0001989,Fetal akinesia sequence,5
HP:0006929,Hypoglycemic encephalopathy,5
HP:0001923,Reticulocytosis,5
HP:0032121,Froment sign,5
HP:0012091,Abnormality of pancreas physiology,5
HP:0025138,Abnormal serum estrone,5
HP:0002331,Recurrent paroxysmal headache,5
HP:0025432,Acanthoma,5
HP:0410239,Positive urine norcotinine test,5
HP:0100754,Mania,5
HP:0031868,Optic ataxia,5
HP:0002047,Malignant hyperthermia,5
HP:0002019,Constipation,5
HP:0012740,Papilloma,5
HP:0000744,Low frustration tolerance,5
HP:0004305,Involuntary movements,5
HP:0020100,Unusual fungal infection,5
HP:0025404,Abnormal visual fixation,5
HP:0002920,Decreased circulating ACTH level,5
HP:0008796,Externally rotated hips,5
HP:0001722,High-output congestive heart failure,5
HP:0006782,Malignant eosinophil proliferation,5
HP:0031074,Abnormal response to ACTH stimulation test,5
HP:0031417,Rhinorrhea,5
HP:0012074,Tonic pupil,5
HP:0010602,Type 2 muscle fiber predominance,5
HP:3000053,Abnormality of hypopharynx,5
HP:0011846,Osteoblastoma,5
HP:0031987,Diminished ability to concentrate,5
HP:0020104,Unusual protozoan infection,5
HP:0002511,Alzheimer disease,5
HP:0100799,Neoplasm of the middle ear,5
HP:0003200,Ragged-red muscle fibers,5
HP:0010507,Foot asymmetry,5
HP:0003110,Abnormality of urine homeostasis,5
HP:0032942,Avoidance of stimuli associated with traumatic event,5
HP:0001761,Pes cavus,5
HP:0100750,Atelectasis,5
HP:0012874,Abnormal male reproductive system physiology,5
