HPO_ID,Description,Depth,Remarks
HP:0001627,Abnormality of the heart,4,Synonym
HP:0004375,Tumor of the nervous system,4,Synonym
HP:0004377,Haematological neoplasm,4,Synonym
HP:0100000,Early onset of sexual maturation,4,Synonym
HP:0001563,Foetal polyuria,4,Synonym
HP:0009142,Duplication of bones involving the upper extremities,4,Synonym
HP:0009763,Limb pain,4,Synonym
HP:0009763,Pain in extremities,4,Synonym
HP:0003198,Muscle tissue disease,4,Synonym
HP:0003198,Myopathic changes,4,Synonym
HP:0001597,Abnormality of the nail,4,Synonym
HP:0001597,Nail disease,4,Synonym
HP:0040291,Steatosis of skeletal muscle,4,Synonym
HP:0040291,Steatosis of skeletal muscles,4,Synonym
HP:0003267,Orotidine-5-prime-phosphate decarboxylase defect,4,Synonym
HP:0011121,Abnormal skin morphology,4,Synonym
HP:0011121,Abnormal skin structure,4,Synonym
HP:0002578,Delayed gastric emptying,4,Synonym
HP:0005982,Phenylalanine hydroxylase deficiency,4,Synonym
HP:0001561,High levels of amniotic fluid,4,Synonym
HP:0001561,Hydramnios,4,Synonym
HP:0011890,Prolonged bleeding following procedure,4,Synonym
HP:0020174,Drug resistance,4,Synonym
HP:0011018,Abnormality of the cell cycle,4,Synonym
HP:0004312,Abnormality of reticulocytes,4,Synonym
HP:0004375,Neoplasia of the nervous system,4,Synonym
HP:0004375,Nervous system cancer,4,Synonym
HP:0001627,Abnormality of cardiac morphology,4,Synonym
HP:0002653,Bone pain,4,Synonym
HP:0002861,Skin cancer (melanoma),4,Synonym
HP:0000970,Anhydrosis,4,Synonym
HP:0020171,Decreased serum drug concentration,4,Synonym
HP:0020171,Decreased plasma drug concentration,4,Synonym
HP:0100742,Blood vessel tumor,4,Synonym
HP:0010881,Umbilical cord issue,4,Synonym
HP:0001367,Joint disease,4,Synonym
HP:0001367,Anomaly of the joints,4,Synonym
HP:0001367,Abnormality of the joints,4,Synonym
HP:0001367,Abnormal shape of joints,4,Synonym
HP:0410157,Increased level of sialic acid in fibroblasts,4,Synonym
HP:0410157,Increased level of Neu5Ac in fibroblasts,4,Synonym
HP:0410157,Increased level of NANA in fibroblasts,4,Synonym
HP:0012647,Abnormal inflammatory response,4,Synonym
HP:0011430,Underdeveloped fetal nose bone,4,Synonym
HP:0011430,Hypoplasia of foetal nasal bone,4,Synonym
HP:0001907,Thromboembolic events,4,Synonym
HP:0001907,Thromboembolic disease,4,Synonym
HP:0001907,Embolism and thrombosis,4,Synonym
HP:0001907,Blood clot in blood vessel,4,Synonym
HP:0020172,Toxic drug response,4,Synonym
HP:0020172,Drug-induced response,4,Synonym
HP:0020172,Drug-induced reaction,4,Synonym
HP:0020172,Adverse drug reaction,4,Synonym
HP:0010935,Abnormality of the upper urinary tract,4,Synonym
HP:0010963,Absence of stomach bubble on foetal sonography,4,Synonym
HP:0012030,High urine cortisol level,4,Synonym
HP:0020171,Reduced blood drug concentration,4,Synonym
HP:0011028,Blood circulation disorder,4,Synonym
HP:0020171,Reduced plasma drug concentration,4,Synonym
HP:0012541,Cephalohaematoma,4,Synonym
HP:0007379,Genitourinary tract neoplasia,4,Synonym
HP:0008056,Absent/underdeveloped eye,4,Synonym
HP:0008056,Absent/small eye,4,Synonym
HP:0004337,Amino acid levels abnormal,4,Synonym
HP:0000553,Abnormality of the uvea,4,Synonym
HP:0001511,Small for gestational age infant,4,Synonym
HP:0001511,Prenatal-onset growth retardation,4,Synonym
HP:0001511,Prenatal onset growth retardation,4,Synonym
HP:0001511,Prenatal growth retardation,4,Synonym
HP:0001511,Prenatal growth failure,4,Synonym
HP:0001511,Prenatal growth deficiency,4,Synonym
HP:0001511,IUGR,4,Synonym
HP:0001511,Intrauterine retardation,4,Synonym
HP:0001511,"Intrauterine growth retardation, IUGR",4,Synonym
HP:0001511,Intrauterine growth restriction,4,Synonym
HP:0001511,Intrauterine growth failure,4,Synonym
HP:0001511,In utero growth retardation,4,Synonym
HP:0000474,Thickened skin over the neck,4,Synonym
HP:0000474,Thickened skin folds of neck,4,Synonym
HP:0000474,Thickened nuchal skin,4,Synonym
HP:0000474,Increased nuchal fold thickness,4,Synonym
HP:0000474,Excess nuchal skin,4,Synonym
HP:0003256,Coagulopathy,4,Synonym
HP:0002315,Headaches,4,Synonym
HP:0002315,Headache,4,Synonym
HP:0020171,Reduced serum drug concentrations,4,Synonym
HP:0000465,Webbed neck,4,Synonym
HP:0000465,Pterygium colli,4,Synonym
HP:0000465,Neck webbing,4,Synonym
HP:0012233,Intramuscular hematomas,4,Synonym
HP:0012233,Intramuscular haematoma,4,Synonym
HP:0012233,IM hematoma,4,Synonym
HP:0001469,Abnormality of the musculature of the pelvis,4,Synonym
HP:0001615,Hoarse cry,4,Synonym
HP:0001281,Intermittent involuntary muscle spasm,4,Synonym
HP:0002763,Abnormality of cartilage morphology,4,Synonym
HP:0002763,Abnormal shape of cartilage,4,Synonym
HP:0012432,Chronic fatigue,4,Synonym
HP:0012432,Chronic extreme exhaustion,4,Synonym
HP:0004915,Impaired galactose metabolism,4,Synonym
HP:0010866,Congenital anterior abdominal wall defect,4,Synonym
HP:0010866,Abdominal wall defect,4,Synonym
HP:0020173,Decreased drug efficacy,4,Synonym
HP:0025401,Staring eyes,4,Synonym
HP:0003201,Breakdown of skeletal muscle,4,Synonym
HP:0003111,Electrolyte disorders,4,Synonym
HP:0003111,Abnormality of ion homeostasis,4,Synonym
HP:0001760,Foot deformity,4,Synonym
HP:0001760,Foot deformities,4,Synonym
HP:0001760,Abnormality of the foot,4,Synonym
HP:0001760,Abnormality of the feet,4,Synonym
HP:0001760,Abnormal feet structure,4,Synonym
HP:0001658,MI,4,Synonym
HP:0001658,Heart attack,4,Synonym
HP:0012233,Intramuscular hemorrhage,4,Synonym
HP:0001392,Abnormal liver,4,Synonym
HP:0001392,Abnormality of the liver,4,Synonym
HP:0001392,Liver abnormality,4,Synonym
HP:0002721,Immune deficiency,4,Synonym
HP:0002721,Decreased immune function,4,Synonym
HP:0004322,Stature below 3rd percentile,4,Synonym
HP:0004322,Small stature,4,Synonym
HP:0004322,Short stature,4,Synonym
HP:0004322,Height less than 3rd percentile,4,Synonym
HP:0004322,Decreased body height,4,Synonym
HP:0025065,Abnormal MCV,4,Synonym
HP:0025065,Abnormal erythrocyte volume,4,Synonym
HP:0010484,Increased size of upper limb,4,Synonym
HP:0020061,Abnormal Hb concentration,4,Synonym
HP:0020061,Abnormal haemoglobin concentration,4,Synonym
HP:0007379,Genitourinary tract neoplasm,4,Synonym
HP:0011273,Unequal size of red blood cells,4,Synonym
HP:0012135,Abnormality of cells of the granulocytic lineage,4,Synonym
HP:0002829,Joint pains,4,Synonym
HP:0002829,Joint pain,4,Synonym
HP:0002829,Arthritic pain,4,Synonym
HP:0002829,Arthralgias,4,Synonym
HP:3000036,Abnormality of vasculature of head,4,Synonym
HP:3000036,Abnormality of head blood vessel,4,Synonym
HP:3000036,Abnormality of blood vessel of head,4,Synonym
HP:0011032,Fluid imbalance,4,Synonym
HP:0011032,Abnormality of fluid regulation,4,Synonym
HP:0031404,Impaired adaptive immune response,4,Synonym
HP:0001392,Liver disease,4,Synonym
HP:0003750,Muscle fatigue,4,Synonym
HP:0100603,Toxaemia of pregnancy,4,Synonym
HP:0007379,Genitourinary tract tumors,4,Synonym
HP:0010311,Absent/small breasts,4,Synonym
HP:0100013,Tumours of the breast,4,Synonym
HP:0100013,Neoplasia of the breast,4,Synonym
HP:0100013,Breast tumor,4,Synonym
HP:0040264,Jaw pain,4,Synonym
HP:0025022,Low ESR,4,Synonym
HP:0025022,Decreased ESR,4,Synonym
HP:0001934,Prolonged bleeding after minor trauma,4,Synonym
HP:0001934,Frequent bleeding with trauma,4,Synonym
HP:0001934,Excessive bleeding after minor trauma,4,Synonym
HP:0030236,Abnormality of muscle size,4,Synonym
HP:0005268,Miscarriage,4,Synonym
HP:0030759,Fat cell hypertrophy,4,Synonym
HP:0003654,Dihydropyrimidine dehydrogenase deficiency,4,Synonym
HP:0003343,Glutathione synthetase deficiency,4,Synonym
HP:0002793,Unusual breathing patterns,4,Synonym
HP:0002793,Abnormal respiratory patterns,4,Synonym
HP:0002793,Abnormal pattern of respiration,4,Synonym
HP:0012757,Abnormal neuronal morphology,4,Synonym
HP:0012757,Abnormal neuron shape,4,Synonym
HP:0012548,Skeletal muscle fatty infiltration,4,Synonym
HP:0005542,Prolonged clotting time,4,Synonym
HP:0410069,"Increased level of propane-1,2-diol in blood",4,Synonym
HP:0009794,Branchial anomalies,4,Synonym
HP:0009794,Branchial abnormality,4,Synonym
HP:0009794,Abnormality of branchial arch,4,Synonym
HP:0011411,Forceps delivery,4,Synonym
HP:0009794,Abnormality of branchial apparatus,4,Synonym
HP:0001901,Abnormally shaped erythrocytes,4,Synonym
HP:0001901,Increased red blood cells,4,Synonym
HP:0030973,Postexertional fatigue,4,Synonym
HP:0030973,Exercise-induced malaise,4,Synonym
HP:0030973,Exercise-induced fatigue,4,Synonym
HP:0011889,Easy bleeding,4,Synonym
HP:0011889,Bleeding with minor or no trauma,4,Synonym
HP:0005952,Impaired pulmonary function,4,Synonym
HP:0005952,Impaired lung function,4,Synonym
HP:0005952,Decreased lung function,4,Synonym
HP:0002087,Upper respiratory tract issues,4,Synonym
HP:0002087,Abnormality of the upper respiratory tract,4,Synonym
HP:0012780,Ear tumor,4,Synonym
HP:0040224,Abnormality of the fibrinolytic system,4,Synonym
HP:0011412,Vacuum-assisted vaginal delivery,4,Synonym
HP:0011412,Vacuum extraction,4,Synonym
HP:0033050,Sore throat,4,Synonym
HP:0011726,Persistent foetal circulation,4,Synonym
HP:0007550,Lack of sweating or excessive sweating,4,Synonym
HP:0010991,Abnormality of the abdominal musculature,4,Synonym
HP:0010313,Macromastia,4,Synonym
HP:0010313,Large breast,4,Synonym
HP:0010313,Hypertrophy of the breasts,4,Synonym
HP:0010313,Gigantomastia,4,Synonym
HP:0010313,Breasts enlarged,4,Synonym
HP:0010313,Breast enlargement,4,Synonym
HP:0001901,Polyglobulia,4,Synonym
HP:0001901,Erythrocytosis,4,Synonym
HP:0032408,Breast lump,4,Synonym
HP:0033036,Low nasal nitric oxide level,4,Synonym
HP:0009126,Increased fat tissue,4,Synonym
HP:0010622,Neoplasia of the skeletal system,4,Synonym
HP:0010622,Bone neoplasm,4,Synonym
HP:0002792,Decreased vital capacity,4,Synonym
HP:0003010,Prolonged bleeding time,4,Synonym
HP:0003010,Increased bleeding time,4,Synonym
HP:0100261,Abnormality of the sinew,4,Synonym
HP:0100261,Abnormal shape of tendon,4,Synonym
HP:0001250,Seizures,4,Synonym
HP:0001250,Epileptic seizure,4,Synonym
HP:0001250,Epilepsy,4,Synonym
HP:0004325,Weight less than 3rd percentile,4,Synonym
HP:0004325,Low weight,4,Synonym
HP:0004325,Low body weight,4,Synonym
HP:0004325,Decreased weight,4,Synonym
HP:0004325,Decreased body weight,4,Synonym
HP:0007459,Generalized inability to sweat,4,Synonym
HP:0007459,Generalized anhydrosis,4,Synonym
HP:0007459,Generalised anhidrosis,4,Synonym
HP:0025156,Dependency on IV nutrition,4,Synonym
HP:0100012,Neoplasia of the eye,4,Synonym
HP:0100012,Eye tumor,4,Synonym
HP:0001903,Low number of red blood cells or hemoglobin,4,Synonym
HP:0001903,Decreased hemoglobin,4,Synonym
HP:0001903,Anaemia,4,Synonym
HP:0010311,Absent/underdeveloped breasts,4,Synonym
HP:0010622,Skeletal tumor,4,Synonym
HP:0030918,Low one-minute APGAR score,4,Synonym
HP:0002904,High blood bilirubin levels,4,Synonym
HP:0031437,Exposure during pregnancy,4,Synonym
HP:0009126,Increased adipose tissue,4,Synonym
HP:0012719,GI dysfunction,4,Synonym
HP:0012719,Functional abnormality of the GI tract,4,Synonym
HP:0004328,Abnormality of the anterior segment of the globe,4,Synonym
HP:0004328,Abnormality of the anterior segment of the eyeball,4,Synonym
HP:0004328,Abnormality of the anterior segment of the eye,4,Synonym
HP:0004328,Abnormal anterior segment morphology,4,Synonym
HP:0030972,Abnormal systemic BP,4,Synonym
HP:0010885,Osteonecrosis,4,Synonym
HP:0010885,Osteochondronecrosis,4,Synonym
HP:0010885,Ischemic bone necrosis,4,Synonym
HP:0010885,Death of bone due to decreased blood supply,4,Synonym
HP:0007379,Neoplasm of the GU tract,4,Synonym
HP:0010885,Bone infarction,4,Synonym
HP:0010885,Aseptic bone necrosis,4,Synonym
HP:0004392,Prune belly,4,Synonym
HP:0100606,Respiratory system tumor,4,Synonym
HP:0002088,Unusal lung shape,4,Synonym
HP:0002088,Lung disease,4,Synonym
HP:0002088,Abnormally shaped lung,4,Synonym
HP:0002088,Abnormality of the lungs,4,Synonym
HP:0002088,Abnormality of lung structure,4,Synonym
HP:0004370,Poor temperature regulation,4,Synonym
HP:0004370,Body temperature changes,4,Synonym
HP:0004370,Abnormality of temperature regulation,4,Synonym
HP:0040063,Decreased fat tissue,4,Synonym
HP:0010885,Aseptic necrosis,4,Synonym
HP:0031087,Absent adolescent growth spurt,4,Synonym
HP:0100603,Hypertensive disorder of pregnancy,4,Synonym
HP:0030834,Shoulder pain,4,Synonym
HP:0012130,Abnormality of cells of the erythroid lineage,4,Synonym
HP:0002861,Malignant melanoma,4,Synonym
HP:0002861,Cancer of skin pigment cells,4,Synonym
HP:0100806,Infection in blood stream,4,Synonym
HP:0003119,Dyslipidemia,4,Synonym
HP:0008771,Absent/underdeveloped ear,4,Synonym
HP:0008771,Absent/small ear,4,Synonym
HP:0004404,Abnormality of the nipple,4,Synonym
HP:0002898,Embryonal tumors,4,Synonym
HP:0002898,Embryonal neoplasia,4,Synonym
HP:0012338,Abnormal energy expenditure,4,Synonym
HP:0031590,Eye strain,4,Synonym
HP:0410175,Ketonemia,4,Synonym
HP:0410175,Increased level of ketone bodies in blood,4,Synonym
HP:0003116,Abnormal echocardiography,4,Synonym
HP:0003116,Abnormal echocardiogram,4,Synonym
HP:0032504,Lhermitte's phenomenon,4,Synonym
HP:0032504,Barber chair phenomenon,4,Synonym
HP:0000364,Hearing abnormality,4,Synonym
HP:0000364,Abnormal hearing,4,Synonym
HP:0100887,Eye size difference,4,Synonym
HP:0100887,Abnormality of eyeball size,4,Synonym
HP:0005986,Restricted neck movement,4,Synonym
HP:0005986,Limited neck mobility,4,Synonym
HP:0005986,Limitation of neck motion,4,Synonym
HP:0002926,Abnormal thyroid function,4,Synonym
HP:0011730,Abnormality of central sensory function,4,Synonym
HP:0025145,Rigours,4,Synonym
HP:0009127,Muscle issues in the arms and/or legs,4,Synonym
HP:0012288,Head and neck cancer,4,Synonym
HP:0004329,Abnormality of the posterior segment of the globe,4,Synonym
HP:0004329,Abnormality of the posterior segment of the eyeball,4,Synonym
HP:0004329,Abnormality of the posterior segment of the eye,4,Synonym
HP:0004329,Abnormal morphology of the posterior segment of the globe,4,Synonym
HP:0040085,Abnormal plasma aldosterone,4,Synonym
HP:0040085,Abnormal circulating aldosterone,4,Synonym
HP:0030919,Low five-minute APGAR score,4,Synonym
HP:0003568,Phosphohexose isomerase deficiency,4,Synonym
HP:0003568,Glucosephosphate isomerase deficiency,4,Synonym
HP:0003568,Decreased glucose phosphate isomerase activity,4,Synonym
HP:0045081,Abnormal body mass index,4,Synonym
HP:0045081,Abnormal BMI,4,Synonym
HP:0009125,Inability to make and keep healthy fat tissue,4,Synonym
HP:0011442,Abnormality of central motor function,4,Synonym
HP:0100530,Abnormal Ca2+ PO4 regulating hormone level,4,Synonym
HP:0100530,Abnormal Ca-PHOS regulating hormone level,4,Synonym
HP:0011888,Bleeding requiring red cell transfusion,4,Synonym
HP:0002781,Upper airway obstruction,4,Synonym
HP:0031903,Abnormal serum selenium concentration,4,Synonym
HP:0032932,Elevated circulating pancreatic triacylglycerol lipase activity,4,Synonym
HP:0000971,Sweat gland disease,4,Synonym
HP:0000971,Abnormality of the sweat gland,4,Synonym
HP:0000971,Abnormalities of sweating,4,Synonym
HP:0003637,Reducted HPPD activity,4,Synonym
HP:0009127,Abnormal limb muscles,4,Synonym
HP:0032488,Abnormal faecal pH,4,Synonym
HP:0009115,Absent/underdeveloped skeleton,4,Synonym
HP:0009115,Absent/small skeleton,4,Synonym
HP:0011006,Abnormality of cervical musculature,4,Synonym
HP:0002011,Morphological abnormality of the CNS,4,Synonym
HP:0002011,Morphological abnormality of the central nervous system,4,Synonym
HP:0002011,Central nervous system disease,4,Synonym
HP:0002011,Abnormality of the central nervous system,4,Synonym
HP:0410073,Increased level of ribose in cerebrospinal fluid,4,Synonym
HP:0012099,Catecholamine levels abnormal,4,Synonym
HP:0100774,Bone overgrowth,4,Synonym
HP:0100774,Bone Hypertrophy,4,Synonym
HP:0010497,Sympodia,4,Synonym
HP:0000591,Abnormality of the sclera,4,Synonym
HP:0000591,Abnormality of the outer white part of eyeball,4,Synonym
HP:0004825,Increased hemoglobin O2 affinity,4,Synonym
HP:0004825,Increased Hb oxygen affinity,4,Synonym
HP:0004825,Increased Hb O2 affinity,4,Synonym
HP:0004825,Increased haemoglobin oxygen affinity,4,Synonym
HP:0031850,Abnormal Hct,4,Synonym
HP:0100242,Malignant connective tissue tumor,4,Synonym
HP:0100242,Cancer of connective tissue,4,Synonym
HP:0031965,Increased red blood cell distribution width,4,Synonym
HP:0011902,Abnormal Hb,4,Synonym
HP:0011902,Abnormal haemoglobin,4,Synonym
HP:0000970,Sweating dysfunction,4,Synonym
HP:0000970,Sudomotor dysfunction,4,Synonym
HP:0000970,Lack of sweating,4,Synonym
HP:0011006,Abnormality of the musculature of the neck,4,Synonym
HP:0011006,Neck muscle issue,4,Synonym
HP:0010519,Fetal hyperkinesia,4,Synonym
HP:0010519,Increased foetal movement,4,Synonym
HP:0000504,Vision issue,4,Synonym
HP:0000504,Abnormality of vision,4,Synonym
HP:0000504,Abnormality of sight,4,Synonym
HP:0410071,Increased level of ribitol in cerebrospinal fluid,4,Synonym
HP:0100767,Placental issue,4,Synonym
HP:0100767,Abnormality of the placenta,4,Synonym
HP:0011043,Abnormality of circulating corticotropin level,4,Synonym
HP:0011043,Abnormality of circulating adrenocorticotropin level,4,Synonym
HP:0011043,Abnormality of circulating adrenocorticotropic hormone level,4,Synonym
HP:0011043,Abnormality of circulating ACTH level,4,Synonym
HP:0004936,Blood clot in vein,4,Synonym
HP:0100686,Inflammation of sharpey fibers,4,Synonym
HP:0012288,Head and neck tumor,4,Synonym
HP:0025546,Abnormal mean corpuscular Hb concentration,4,Synonym
HP:0025546,Abnormal mean corpuscular haemoglobin,4,Synonym
HP:0025546,Abnormal MCHC,4,Synonym
HP:0025546,Abnormal MCH,4,Synonym
HP:0000476,Cystic hygroma of the neck,4,Synonym
HP:0025321,Liver copper accumulation,4,Synonym
HP:0002652,Abnormal skeletal development,4,Synonym
HP:0100568,Endocrine neoplasia,4,Synonym
HP:0012532,Long-lasting pain,4,Synonym
HP:0012532,Chronic pain,4,Synonym
HP:0000927,Abnormality of skeletal maturation,4,Synonym
HP:0032485,Abnormal faecal osmolality,4,Synonym
HP:0003534,Xanthine dehydrogenase deficiency,4,Synonym
HP:0025546,Abnormal mean corpuscular haemoglobin concentration,4,Synonym
HP:0003761,Calcium buildup in soft tissues of body,4,Synonym
HP:0012718,Abnormal shape of the digestive system,4,Synonym
HP:0012718,Morphological anomaly of the digestive system,4,Synonym
HP:0005502,Increased erythrocyte osmotic fragility,4,Synonym
HP:0002832,Discrete calcific stippling,4,Synonym
