HPO_ID,Sentence,Ancestor
HP:0001681,Paroxysmal chest pain that occurs with exertion or stress and is related to myocardial ischemia.,HP:0001626
HP:0032331,An abnormally elevated concentration or amount of 11-deoxytetrahydrocorticosterone the urine.,HP:0000818
HP:0032019,Eosinophil infiltration of skeletal muscle.,HP:0003011
HP:0003649,Abnormality of glycoside metabolism.,HP:0001939
HP:0030449,Delivery by means of therapeutic termination of pregnancy. Therapeutic abortion may be done to end a pregnancy if the mother's life is in danger or if the baby has abnormalities involving the major organ systems and is not expected to survive after birth or by choice.,HP:0001197
HP:0031416,"Any deviation from the normal quantity of secretion of nasal mucus, a thick viscous liquid produced by the mucous membranes of the nose.",HP:0002086
HP:0410075,An increase in the level of xylitol in the cerebrospinal fluid.,HP:0001939
HP:0100829,"Spontaneous flow of milk from the breast, unassociated with childbirth or nursing.",HP:0000769
HP:0100247,"A contraction of the diaphragm that repeats several times per minute. In humans, the abrupt rush of air into the lungs causes the epiglottis to close, creating a hic sound. Also known as synchronous diaphragmatic flutter (SDF), or singultus, from the Latin singult, the act of catching one's breath while sobbing. The hiccup is an involuntary action involving a reflex arc.",HP:0002086
HP:0012143,"Any structural anomaly of megakaryocytes. Mature blood platelets are released from the cytoplasm of megakaryocytes, which are bone-marrow resident cells.",HP:0001871
HP:0002200,"Pseudobulbar signs result from injury to an upper motor neuron lesion to the corticobulbar pathways in the pyramidal tract. Patients have difficulty chewing, swallowing and demonstrate slurred speech (often initial presentation) as well as abnormal behavioral symptoms such as inappropriate emotional outbursts of uncontrolled laughter or weeping etc.",HP:0000707
HP:0004420,The formation of a blood clot inside an artery.,HP:0001871
HP:0000359,An abnormality of the inner ear.,HP:0000598
HP:0001788,Premature rupture of membranes (PROM) is a condition which occurs in pregnancy when the amniotic sac ruptures more than an hour before the onset of labor.,HP:0001197
HP:0000589,A developmental defect characterized by a cleft of some portion of the eye or ocular adnexa.,HP:0000478
HP:0410020,"Body odor characterized by an offensive body odor and the smell of rotting fish due to the excessive excretion of trimethylamine (TMA) in the urine, sweat, and breath of affected individuals.",HP:0025142
HP:0032481,Any deviation from the normal concentration of circulating alpha polypeptide of glycoprotein hormones (NCBI Gene 1081).,HP:0000818
HP:0032367,"Any deviation from the normal level of growth hormone (GH) in the blood circulation. GH or somatotropin is a peptide hormone that stimulates growth, cell reproduction, and cell regeneration. Its secretion from the pituitary is regulated by the neurosecretory nuclei of the hypothalamus, which can release Growth hormone-releasing hormone (GHRH or somatocrinin) and Growth hormone-inhibiting hormone (GHIH or somatostatin) into the hypophyseal portal venous blood surrounding the pituitary. GH is secreted in a pulsatile manner, which is one of the reasons why an isolated measurement of its blood concentration is not meaningful.",HP:0000818
HP:0025368,"A structural anomaly of the growth plates (epiphyseal plates), areas of cartilage located near the ends of long bones that are located between the metaphysis (widened part of the shaft of the bone) and the epiphysis (end of the bone) and in which growth occurs in the developing bone. After conclusion of bone growth, the growth plates ossify (harden into solid bone).",HP:0000924
HP:0030271,"This term refers to an inappropriate low 2,3-DPG concentration in erythrocytes. 2,3-diphosphoglycerate (2,3-DPG) controls the movement of oxygen from red blood cells to tissues. Anemia is usually accompanied by an increased level of 2,3-DPG in order to promote tissue oxygenation.",HP:0001871
HP:0004379,An abnormality of alkaline phosphatase level.,HP:0001939
HP:0000356,An abnormality of the external ear.,HP:0000598
HP:0410167,Any abnormality of the chest muscles.,HP:0003011
HP:0003560,"The term dystrophy means abnormal growth. However, muscular dystrophy is used to describe primary myopathies with a genetic basis and a progressive course characterized by progressive skeletal muscle weakness and wasting, defects in muscle proteins, and histological features of muscle fiber degeneration (necrosis) and regeneration. If possible, it is preferred to use other HPO terms to describe the precise phenotypic abnormalities.",HP:0003011
HP:0410263,An anomaly of metabolism or structure of the brain identified by imaging.,HP:0000707
HP:0011884,Abnormal bleeding of the umbilical stump following separation of the cord at approximately 7-10 days after birth.,HP:0001871
HP:0011429,A short humerus length is defined as a length below the 2.5th percentile for gestational age or as a measurement less than 0.9 of that predicted by the measured biparietal diameter. The humerus should be measured with the bone perpendicular to the ultrasound beam and with epiphyseal cartilages visible but not included in the measurement (PMID:16100637).,HP:0001197
HP:0000600,"An anomaly of the pharynx, i.e., of the tubular structure extending from the base of the skull superiorly to the esophageal inlet inferiorly.",HP:0000152
HP:0031109,Failure of secretion of milk following childbirth associated with an inability to breastfeed an infant.,HP:0000769
HP:0031083,An anomalous response to intravenous stimulation by human chorionic gonadotrophin. Stimulation with hCG stimulates testicular Leydig cells to secrete androgens via the Leydig hormone receptors.,HP:0000818
HP:0012537,"A detrimental reaction to a food, beverage, food additive, or compound found in foods that produces symptoms in one or more body organs and systems that is not mediated by an immune reaction.",HP:0001939
HP:0500016,Abnormal results of a MRI for the heart.,HP:0001626
HP:0000667,Atrophy of the eyeball with blindness and decreased intraocular pressure due to end-stage intraocular disease.,HP:0000478
HP:0010943,Echogenic bowel is defined as fetal bowel with homogenous areas of echogenicity that are equal to or greater than that of surrounding bone.,HP:0001197
HP:0012632,An anomaly in the amount of force per unit area exerted by the intraocular fluid within the eye.,HP:0000478
HP:0031910,"A functional abnormality affecting one or more of the cranial nerves, which emerge directly from the brain stem.",HP:0000707
HP:0002270,An abnormality of the autonomic nervous system.,HP:0000707
HP:0000632,Abnormality of tear production.,HP:0000478
HP:0410168,Any abnormality of the back muscles.,HP:0003011
HP:0011426,"Fetal choroid plexus cysts (CPCs) are sonographically discrete, small cysts found in the choroid plexus within the lateral cerebral ventricles of the developing fetus at 14 to 24 weeks gestation. Imaging of the choroid plexus is performed in the transverse plane of the fetal head at the same level that the lateral cerebral ventricle is evaluated. The choroid plexus should be inspected bilaterally for the presence of cysts. The size of CPCs is not of clinical relevance (PMID:16100637).",HP:0001197
HP:0030347,"An anomaly in the blood concentration of an androgen, that is, of a steroid hormone that controls development and maintenance of masculine characteristics. The androgens include testosterone and Dehydroepiandrosterone.",HP:0000818
HP:0025520,Deposition of calcium in the skin.,HP:0000924
HP:0004353,Any deviation from the normal concentration of a pyrimidine in the blood circulation.,HP:0001939
HP:0500019,"Resting energy expenditure (REE) can be measured with indirect calorimetry using a metabolic cart, which is used to measure the oxygen consumption (VO2) and carbon dioxide production (VCO2).",HP:0001626
HP:0003656,"Reduced level of the enzyme beta-glucosidase, an enzyme that catalyzes the hydrolysis of glucosylceramide into ceramide and glucose.",HP:0001939
HP:0030893,"Pulmonary vasodilator testing is performed during right-heart catheterization and involves a short-acting vasoactive agent such as adenosine, epoprostenol, or inhaled nitric oxide. The current definition of a normal (positive) response is a drop in mean pulmonary artery pressure of at least 10 mm Hg (or 20 percent) to below 40 mm Hg.",HP:0002086
HP:0410192,"An abnormality in uridine diphosphate glucose-4-epimerase level, an enzyme that catalyzes the reaction: UDP-glucose = UDP-galactose.",HP:0001939
HP:0012735,"A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation.",HP:0002086
HP:0030800,"An anomaly in the process of visual accommodation, which is the process of adjustment of the eye to enable sharp vision of objects at different distances. Accommodation is mediated by contraction of the ciliary muscles, which alter the convexity of the lens and, consequently, its refractive power.",HP:0000478
HP:0002094,Difficult or labored breathing.,HP:0002086
